id,lawd_cd,jibun,umdnm,aptnm,aptdong,floor,buildyear,전용면적타입,전용면적,전용평수,deal_ym,dealyear,dealmonth,dealday,dealamount,buyergbn,cdealday,cdealtype,dealinggbn,estateagentsggnm,landcd,landleaseholdgbn,rgstdate,slergbn,fetched_at
19573,11200,347,행당동,대림e-편한세상,,15,2000,114,114.94,34.8,201704,2017,4,28,70000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19574,11200,1217,금호동2가,래미안하이리버,,18,2012,114,114.32,34.6,201704,2017,4,29,92700,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19575,11200,60,옥수동,풍림아이원,,1,2004,84,84.767,25.7,201704,2017,4,12,71000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19576,11200,811,상왕십리동,텐즈힐(2단지),,3,2014,84,84.92,25.7,201704,2017,4,28,77500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19577,11200,1066,하왕십리동,텐즈힐(1단지),,9,2015,84,84.88,25.7,201704,2017,4,29,81000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19578,11200,835,성수동2가,롯데캐슬파크,,5,2003,101,101.995,30.9,201704,2017,4,14,71000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19579,11200,1250,금호동4가,롯데,,10,2003,84,84.99,25.8,201704,2017,4,19,58000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19580,11200,560,옥수동,옥수어울림,,2,2011,84,84.699,25.7,201704,2017,4,21,78500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19581,11200,712,성수동2가,청구강변1,,14,1994,84,84.87,25.7,201704,2017,4,20,79000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19582,11200,1500,금호동1가,금호삼성래미안,,12,2001,59,59.95,18.2,201704,2017,4,29,51000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19583,11200,835,성수동2가,롯데캐슬파크,,24,2003,117,117.174,35.5,201704,2017,4,24,80000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19584,11200,800,금호동4가,대우,,2,2001,84,84.71,25.7,201704,2017,4,28,59500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19585,11200,843,성수동2가,서울숲힐스테이트,,19,2009,117,117.13,35.5,201704,2017,4,7,118000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19586,11200,656-320,성수동1가,동아,,3,1983,52,52.68,16.0,201704,2017,4,22,57900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19587,11200,1,금호동2가,신금호파크자이,,5,2016,84,84.98,25.8,201704,2017,4,19,79700,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19588,11200,1500,금호동1가,금호삼성래미안,,5,2001,84,84.45,25.6,201704,2017,4,29,58000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19589,11200,1500,금호동1가,금호삼성래미안,,8,2001,59,59.95,18.2,201704,2017,4,19,48000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19590,11200,800,금호동4가,대우,,21,2001,84,84.71,25.7,201704,2017,4,1,58200,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19591,11200,633,금호동1가,벽산,,8,2001,114,114.57,34.7,201704,2017,4,20,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19592,11200,250,옥수동,옥수삼성,,2,1999,114,114.666,34.7,201704,2017,4,10,85800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19593,11200,250,옥수동,옥수삼성,,6,1999,84,84.822,25.7,201704,2017,4,11,67000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19594,11200,4,옥수동,현대,,14,1990,75,75.37,22.8,201704,2017,4,8,64000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19595,11200,890-446,하왕십리동,블루빌,,5,2014,36,36.85,11.2,201704,2017,4,29,29000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19596,11200,800,금호동4가,대우,,23,2001,84,84.71,25.7,201704,2017,4,1,57950,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19597,11200,1,금호동2가,신금호파크자이,,5,2016,84,84.98,25.8,201704,2017,4,22,78000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19598,11200,100,옥수동,옥수하이츠,,8,1998,84,84.86,25.7,201704,2017,4,15,77500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19599,11200,800,금호동4가,대우,,4,2001,114,114.6,34.7,201704,2017,4,29,70750,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19600,11200,834,성수동2가,현대I-PARK,,13,2003,104,104.56,31.7,201704,2017,4,4,76800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19601,11200,1217,금호동2가,래미안하이리버,,5,2012,59,59.99,18.2,201704,2017,4,25,61900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19602,11200,1500,금호동1가,금호삼성래미안,,7,2001,59,59.95,18.2,201704,2017,4,22,49300,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19603,11200,704,성수동1가,한진타운,,3,1994,59,59.4,18.0,201704,2017,4,12,56000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19604,11200,811,상왕십리동,텐즈힐(2단지),,4,2014,55,55.2,16.7,201704,2017,4,9,57000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19605,11200,1066,하왕십리동,텐즈힐(1단지),,2,2015,84,84.96,25.7,201704,2017,4,29,73000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19606,11200,1066,하왕십리동,텐즈힐(1단지),,2,2015,72,72.52,22.0,201704,2017,4,22,68500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19607,11200,700,금호동3가,금호자이2차,,2,2012,84,84.9796,25.8,201704,2017,4,19,62100,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19608,11200,1217,금호동2가,래미안하이리버,,3,2012,59,59.99,18.2,201704,2017,4,29,63000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19609,11200,830,성수동2가,강변금호타운,,6,1994,59,59.67,18.1,201704,2017,4,18,64500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19610,11200,710,성수동1가,강변건영아파트,,2,2002,84,84.952,25.7,201704,2017,4,13,70000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19611,11200,100,옥수동,옥수하이츠,,3,1998,84,84.86,25.7,201704,2017,4,22,76000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19612,11200,250,옥수동,옥수삼성,,5,1999,59,59.7,18.1,201704,2017,4,19,56500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19613,11200,33-2,성수동1가,현대그린,,5,1994,56,56.97,17.3,201704,2017,4,25,46800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19614,11200,1,금호동2가,신금호파크자이,,8,2016,59,59.98,18.2,201704,2017,4,28,68000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19615,11200,349,행당동,서울숲 한신 더 휴,,22,2003,114,114.97,34.8,201704,2017,4,25,65700,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19616,11200,4,옥수동,현대,,10,1990,84,84.9,25.7,201704,2017,4,15,73000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19617,11200,1331,금호동3가,두산,,10,1994,79,79.08,24.0,201704,2017,4,10,53000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19618,11200,830,성수동2가,강변금호타운,,3,1994,59,59.67,18.1,201704,2017,4,22,63400,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19619,11200,800,금호동4가,대우,,24,2001,59,59.97,18.2,201704,2017,4,24,53000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19620,11200,340,금호동4가,서울숲푸르지오,,9,2007,114,114.8,34.8,201704,2017,4,26,90000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19621,11200,843,성수동2가,서울숲힐스테이트,,8,2009,57,57.03,17.3,201704,2017,4,25,70500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19622,11200,561,옥수동,래미안 옥수 리버젠,,4,2012,134,134.13,40.6,201704,2017,4,11,145000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19623,11200,561,옥수동,래미안 옥수 리버젠,,10,2012,59,59.25,18.0,201704,2017,4,15,73700,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19624,11200,708,성수동1가,동아그린,,7,1999,84,84.91,25.7,201704,2017,4,24,56000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19625,11200,346,행당동,행당한진타운,,3,2000,84,84.71,25.7,201704,2017,4,29,62500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19626,11200,147,행당동,서울숲삼부아파트,,8,1998,84,84.93,25.7,201704,2017,4,1,63800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19627,11200,346,행당동,행당한진타운,,6,2000,59,59.96,18.2,201704,2017,4,25,51200,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19628,11200,346,행당동,행당한진타운,,11,2000,59,59.96,18.2,201704,2017,4,28,50500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19629,11200,346,행당동,행당한진타운,,3,2000,59,59.96,18.2,201704,2017,4,20,47500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19630,11200,275,응봉동,신동아,,10,1996,59,59.97,18.2,201704,2017,4,12,37850,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19631,11200,811,상왕십리동,텐즈힐(2단지),,7,2014,127,127.44,38.6,201704,2017,4,11,89900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19632,11200,436,옥수동,극동그린,,18,1997,114,114.32,34.6,201704,2017,4,3,71000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19633,11200,800,금호동4가,대우,,21,2001,84,84.71,25.7,201704,2017,4,25,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19634,11200,15,응봉동,대림강변타운,,8,2001,114,114.88,34.8,201704,2017,4,18,73500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19635,11200,800,금호동4가,대우,,2,2001,114,114.71,34.8,201704,2017,4,18,69000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19636,11200,15,응봉동,대림강변타운,,9,2001,114,114.88,34.8,201704,2017,4,15,79000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19637,11200,33-2,성수동1가,현대그린,,13,1994,81,81.48,24.7,201704,2017,4,21,57500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19638,11200,840,성수동2가,대명루첸,,6,2009,84,84.95,25.7,201704,2017,4,25,68500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19639,11200,100,응봉동,대림(1차),,15,1986,75,75.51,22.9,201704,2017,4,29,54800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19640,11200,15,응봉동,대림강변타운,,22,2001,84,84.42,25.6,201704,2017,4,15,64800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19641,11200,710,성수동1가,강변건영아파트,,17,2002,84,84.941,25.7,201704,2017,4,4,86000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19642,11200,235,금호동4가,서울숲2차푸르지오,,14,2012,84,84.776,25.7,201704,2017,4,19,102000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19643,11200,436,옥수동,극동그린,,1,1997,114,114.32,34.6,201704,2017,4,8,63500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19644,11200,561,옥수동,래미안 옥수 리버젠,,6,2012,84,84.73,25.7,201704,2017,4,26,95500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19645,11200,557,옥수동,극동옥정,,8,1998,84,84.93,25.7,201704,2017,4,5,57000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19646,11200,1064,하왕십리동,왕십리지웰,,10,2009,84,84.957,25.7,201704,2017,4,8,56000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19647,11200,436,옥수동,극동그린,,19,1997,114,114.32,34.6,201704,2017,4,7,70000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19648,11200,436,옥수동,극동그린,,6,1997,84,84.92,25.7,201704,2017,4,16,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19649,11200,835,성수동2가,롯데캐슬파크,,12,2003,81,81.567,24.7,201704,2017,4,9,68000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19650,11200,97,응봉동,대림(2차),,5,1989,84,84.53,25.6,201704,2017,4,19,47400,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19651,11200,1215,금호동2가,금호자이1차,,7,2012,84,84.98,25.8,201704,2017,4,27,70500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19652,11200,1331,금호동3가,두산,,2,1994,84,84.99,25.8,201704,2017,4,13,54000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19653,11200,344,행당동,신동아,,5,1995,59,59.97,18.2,201704,2017,4,3,41000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19654,11200,340,금호동4가,서울숲푸르지오,,1,2007,114,114.55,34.7,201704,2017,4,20,80000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19655,11200,1066,하왕십리동,텐즈힐(1단지),,11,2015,59,59.75,18.1,201704,2017,4,29,69500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19656,11200,340,금호동4가,서울숲푸르지오,,9,2007,84,84.55,25.6,201704,2017,4,19,71500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19657,11200,676-5,성수동1가,서울숲성수현대,,9,1990,69,69.21,21.0,201704,2017,4,20,54300,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19658,11200,835,성수동2가,롯데캐슬파크,,15,2003,101,101.995,30.9,201704,2017,4,13,71000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19659,11200,834,성수동2가,현대I-PARK,,14,2003,84,84.98,25.8,201704,2017,4,1,69300,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19660,11200,250,옥수동,옥수삼성,,12,1999,59,59.7,18.1,201704,2017,4,24,57500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19661,11200,250,옥수동,옥수삼성,,3,1999,59,59.7,18.1,201704,2017,4,17,56500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19662,11200,400,성수동2가,강변현대,,5,1994,81,81.8,24.8,201704,2017,4,12,70000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19663,11200,834,성수동2가,현대I-PARK,,11,2003,104,104.56,31.7,201704,2017,4,6,71000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19664,11200,633,금호동1가,벽산,,9,2001,114,114.57,34.7,201704,2017,4,14,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19665,11200,1217,금호동2가,래미안하이리버,,4,2012,114,114.32,34.6,201704,2017,4,11,86800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19666,11200,98,응봉동,금호현대,,8,1990,79,79.8,24.2,201704,2017,4,11,46000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19667,11200,990,하왕십리동,한신무학,,12,1989,114,114.59,34.7,201704,2017,4,8,54250,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19668,11200,100,옥수동,옥수하이츠,,6,1998,84,84.86,25.7,201704,2017,4,1,78000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19669,11200,349,행당동,서울숲 한신 더 휴,,15,2003,59,59.91,18.2,201704,2017,4,22,52500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19670,11200,633,금호동1가,벽산,,8,2001,84,84.82,25.7,201704,2017,4,24,57900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19671,11200,100,옥수동,옥수하이츠,,4,1998,84,84.86,25.7,201704,2017,4,17,76000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19672,11200,1061,하왕십리동,왕십리풍림아이원,,17,2004,59,59.936,18.2,201704,2017,4,10,47500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19673,11200,992,하왕십리동,무학현대,,2,1996,84,84.675,25.7,201704,2017,4,27,43750,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19674,11200,800,금호동4가,대우,,10,2001,59,59.97,18.2,201704,2017,4,12,50000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19675,11200,1,금호동2가,신금호파크자이,,3,2016,59,59.98,18.2,201704,2017,4,24,65000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19676,11200,1058,하왕십리동,극동미라주,,21,2001,84,84.33,25.6,201704,2017,4,11,49500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19677,11200,1,금호동2가,신금호파크자이,,2,2016,84,84.98,25.8,201704,2017,4,7,74000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19678,11200,340,금호동4가,서울숲푸르지오,,12,2007,59,59.99,18.2,201704,2017,4,25,64000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19679,11200,1217,금호동2가,래미안하이리버,,8,2012,59,59.99,18.2,201704,2017,4,14,62500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19680,11200,830,성수동2가,강변금호타운,,5,1994,59,59.67,18.1,201704,2017,4,18,65000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19681,11200,276,응봉동,서울숲리버그린동아아파트,,21,2003,84,84.65,25.7,201704,2017,4,7,62500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19682,11200,811,상왕십리동,텐즈힐(2단지),,8,2014,127,127.44,38.6,201704,2017,4,8,94000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19683,11200,347,행당동,대림e-편한세상,,3,2000,84,84.87,25.7,201704,2017,4,13,55900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19684,11200,709,성수동1가,대우2,,7,1999,84,84.97,25.7,201704,2017,4,18,56300,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19685,11200,656-421,성수동1가,신장미,,2,1983,68,68.66,20.8,201704,2017,4,6,81000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19686,11200,633,금호동1가,벽산,,7,2001,84,84.82,25.7,201704,2017,4,26,54300,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19687,11200,1215,금호동2가,금호자이1차,,14,2012,59,59.99,18.2,201704,2017,4,15,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19688,11200,365-11,옥수동,예건네스빌,,2,2005,70,70.05,21.2,201704,2017,4,5,40000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19689,11200,633,금호동1가,벽산,,11,2001,84,84.82,25.7,201704,2017,4,24,58250,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19690,11200,633,금호동1가,벽산,,6,2001,84,84.82,25.7,201704,2017,4,19,55000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19691,11200,442,성수동2가,한신한강,,5,2000,84,84.97,25.7,201704,2017,4,15,76700,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19692,11200,709,성수동1가,대우2,,19,1999,59,59.83,18.1,201704,2017,4,8,45000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19693,11200,560,옥수동,옥수어울림,,14,2011,84,84.699,25.7,201704,2017,4,15,82000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19694,11200,800,금호동4가,대우,,12,2001,84,84.96,25.7,201704,2017,4,15,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19695,11200,1331,금호동3가,두산,,7,1994,116,116.81,35.4,201704,2017,4,1,64000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19696,11200,811,상왕십리동,텐즈힐(2단지),,7,2014,59,59.98,18.2,201704,2017,4,14,66000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19697,11200,811,상왕십리동,텐즈힐(2단지),,1,2014,84,84.92,25.7,201704,2017,4,14,71800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19698,11200,843,성수동2가,서울숲힐스테이트,,16,2009,42,42.22,12.8,201704,2017,4,3,57000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19699,11200,1061,하왕십리동,왕십리풍림아이원,,14,2004,84,84.417,25.6,201704,2017,4,4,54000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19700,11200,714,성수동1가,금호,,7,2003,84,84.98,25.8,201704,2017,4,3,64500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19701,11200,1066,하왕십리동,텐즈힐(1단지),,17,2015,84,84.96,25.7,201704,2017,4,1,74200,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19702,11200,500-7,금호동2가,상기,,2,1976,46,46.28,14.0,201704,2017,4,12,25400,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19703,11200,561,옥수동,래미안 옥수 리버젠,,11,2012,59,59.25,18.0,201704,2017,4,14,71500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19704,11200,800,금호동4가,대우,,15,2001,84,84.96,25.7,201704,2017,4,23,66500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19705,11200,633,금호동1가,벽산,,20,2001,84,84.82,25.7,201704,2017,4,11,54900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19706,11200,340,금호동4가,서울숲푸르지오,,6,2007,114,114.8,34.8,201704,2017,4,12,89500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19707,11200,1066,하왕십리동,텐즈힐(1단지),,23,2015,84,84.96,25.7,201704,2017,4,25,71500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19708,11200,100,옥수동,옥수하이츠,,11,1998,114,114.78,34.8,201704,2017,4,1,106000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19709,11200,104,송정동,서울숲아이파크,,14,2009,84,84.88,25.7,201704,2017,4,25,52500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19710,11200,436,옥수동,극동그린,,8,1997,114,114.32,34.6,201704,2017,4,9,70000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19711,11200,966-18,하왕십리동,상리제나우스,,5,2013,12,12.84,3.9,201704,2017,4,11,13350,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19712,11200,346,행당동,행당한진타운,,11,2000,84,84.71,25.7,201704,2017,4,3,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19713,11200,561,옥수동,래미안 옥수 리버젠,,10,2012,59,59.25,18.0,201704,2017,4,12,73000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19714,11200,347,행당동,대림e-편한세상,,7,2000,114,114.94,34.8,201704,2017,4,10,71900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19715,11200,818,마장동,현대,,27,1998,84,84.91,25.7,201704,2017,4,2,49400,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19716,11200,15,응봉동,대림강변타운,,15,2001,59,59.76,18.1,201704,2017,4,5,53300,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19717,11200,1331,금호동3가,두산,,15,1994,84,84.99,25.8,201704,2017,4,12,48900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19718,11200,561,옥수동,래미안 옥수 리버젠,,6,2012,59,59.25,18.0,201704,2017,4,1,69700,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19719,11200,818,마장동,현대,,19,1998,59,59.91,18.2,201704,2017,4,29,39000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19720,11200,818,마장동,현대,,4,1998,59,59.94,18.2,201704,2017,4,20,38750,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19721,11200,822,마장동,신성미소지움,,4,2004,84,84.93,25.7,201704,2017,4,19,51700,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19722,11200,346,행당동,행당한진타운,,22,2000,59,59.96,18.2,201704,2017,4,29,49500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19723,11200,346,행당동,행당한진타운,,1,2000,84,84.71,25.7,201704,2017,4,27,57800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19724,11200,708,성수동1가,동아그린,,7,1999,58,58.32,17.7,201704,2017,4,15,43300,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19725,11200,715,성수동1가,중앙하이츠빌,,9,2003,84,84.9673,25.7,201704,2017,4,17,68500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19726,11200,15,응봉동,대림강변타운,,7,2001,84,84.42,25.6,201704,2017,4,15,62000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19727,11200,15,응봉동,대림강변타운,,23,2001,84,84.42,25.6,201704,2017,4,19,66900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19728,11200,349,행당동,서울숲 한신 더 휴,,9,2003,59,59.91,18.2,201704,2017,4,4,52200,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19729,11200,258,하왕십리동,벽산,,15,1996,114,114.46,34.7,201704,2017,4,27,57750,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19730,11200,15,응봉동,대림강변타운,,11,2001,84,84.42,25.6,201704,2017,4,10,62000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19731,11200,258,하왕십리동,벽산,,6,1996,114,114.46,34.7,201704,2017,4,21,56000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19732,11200,349,행당동,서울숲 한신 더 휴,,15,2003,59,59.94,18.2,201704,2017,4,11,48000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19733,11200,15,응봉동,대림강변타운,,3,2001,84,84.42,25.6,201704,2017,4,8,63500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19734,11200,258,하왕십리동,벽산,,11,1996,114,114.46,34.7,201704,2017,4,20,60000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19735,11200,4,옥수동,현대,,12,1990,84,84.9,25.7,201704,2017,4,14,69500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19736,11200,834,성수동2가,현대I-PARK,,15,2003,104,104.56,31.7,201704,2017,4,22,72000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19737,11200,349,행당동,서울숲 한신 더 휴,,16,2003,59,59.94,18.2,201704,2017,4,10,48800,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19738,11200,715,성수동1가,중앙하이츠빌,,3,2003,84,84.9673,25.7,201704,2017,4,14,67500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19739,11200,347,행당동,대림e-편한세상,,7,2000,59,59.96,18.2,201704,2017,4,14,45750,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19740,11200,1066,하왕십리동,텐즈힐(1단지),,16,2015,84,84.96,25.7,201704,2017,4,9,75900,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19741,11200,347,행당동,대림e-편한세상,,1,2000,84,84.87,25.7,201704,2017,4,1,57500,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19742,11200,656-421,성수동1가,신장미,,3,1983,68,68.66,20.8,201704,2017,4,4,80000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19743,11200,835,성수동2가,롯데캐슬파크,,7,2003,84,84.686,25.7,201704,2017,4,15,68000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19744,11200,104,송정동,서울숲아이파크,,11,2009,84,84.87,25.7,201704,2017,4,12,52000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19745,11200,709,성수동1가,대우2,,7,1999,84,84.97,25.7,201704,2017,4,24,57400,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
19746,11200,706,성수동1가,쌍용,,12,1997,59,59.76,18.1,201704,2017,4,29,53000,,,,,,,N,,,2025-09-06 22:39:06.923 +0900
